ID,Title,Instructors,Rating,Level,URL,Duration,Description,Practice Questions,Is Paid,Price (VND)
6632121,CompTIA Project+ Certification (Exam PK0-005) Practice Tests,Exam,5.0,All Levels,https://www.udemy.com/course/comptia-project-plus-certification-exam/,540 questions,Practice with 6 full-length CompTIA Project+ (PK0-005) exams; Build confidence by simulating real exam conditions; Identify knowledge gaps with instant feedback and explanations,540,True,"1,830,000"
5497454,Fundamental Questions on AI,Harish Kumar,5.0,All Levels,https://www.udemy.com/course/fundamental-questions-on-ai/,60 questions,Understand the Basic Concept of AI.; Able to Solve AI- Based Question.; Student get the knowledge of different field of AI.,60,True,"1,250,000"
6337899,Solution Architect - Customer Experience (C_C4HCX_2405),GuruSAP,5.0,Beginner Level,https://www.udemy.com/course/solution-architect-customer-experience-c_c4hcx_2405/,125 questions,Managing Clean Core; The Intelligent Enterprise; SAP Commerce Cloud,125,True,"1,080,000"
6436915,CKA(Certified Kubernetes Administrator) Q&A | Practical,Visualpath,5.0,All Levels,https://www.udemy.com/course/certified-kubernetes-and-administrator/,4.5 total hours,"IT Engineers who are looking for Certification in Kubernetes for their Organization requirment or to add weightage to resume; CKA helps your career in long run for On-site engineers and within the project as well; In order to perceive Kubernetes Certification for Security , we need to have either CKA or CKAD certification",0,True,"1,240,000"
6217557,DP 900 Microsoft Azure Data Fundamentals Certification-Exams,Tech,5.0,All Levels,https://www.udemy.com/course/dp-900-microsoft-azure-data-fundamentals-certification-exams/,300 questions,"Full Practice Exam with Explanations included; Understanding types of data (structured, unstructured, semi-structured) and the importance of data in organizations.; Introduction to data analytics and the significance of data analytics tools.",300,True,"189,000"
5895738,Basic Video Editing with Cap Cut and AI Tools for Everyone,Mehedi Hasan,5.0,All Levels,https://www.udemy.com/course/video-editing-with-cap-cut-and-ai-tools/,1.5 total hours,You will learn different easy way of recording you and your screen; How to remove filler words from the video or the audio; How to separate audio from the video,0,True,"599,000"
6587003,Crack Azure Data Engineer Interviews: The Ultimate Q&A Guide,Sriw,5.0,All Levels,https://www.udemy.com/course/crack-azure-data-engineer-interviews-the-ultimate-qa-guide/,3.5 total hours,"Master the most frequently asked Azure Data Engineer interview questions with detailed answers and real-world explanations; Understand and implement Azure Data Factory (ADF) concepts including pipelines, triggers, linked services, and integration runtimes; Gain insights into Synapse Analytics, including dedicated SQL pools, Spark pools, and performance tuning techniques",0,True,"919,000"
4205412,350-601 ~ Cisco DCCOR Data Center Technologies Practice Test,Rifat,5.0,All Levels,https://www.udemy.com/course/cisco-data-center-core-technologies-practice-test/,70 questions,Security; Automation; Storage Networks,70,True,"159,000"
5989422,AZ-900: Microsoft Azure Fundamentals Practice Tests [2024],AnalytixPro Mentor,5.0,All Levels,https://www.udemy.com/course/az-900-microsoft-azure-fundamentals-practice-tests-2024-m/,420 questions,"Exam Success: Prepare thoroughly for the AZ-900 exam, equipped with updated question sets and detailed explanations.; Badge Achievement: Earn the esteemed Microsoft Certified Azure Fundamentals badge, validating your expertise in cloud fundamentals.; Practical Application: Engage in hands-on activities and real-world scenarios, translating knowledge into practical skills.",420,True,"559,000"
6621419,C_TS422 - SAP Associate -S4HANA Cloud PE Production Planning,Harley Mai,5.0,All Levels,https://www.udemy.com/course/c_ts422-sap-associate-cloud-pe-production-planning/,320 questions,"Prepare confidently for the C_TS422 certification with comprehensive and realistic practice tests; Gain detailed insights into master data, such as BOMs, routings, and work centers; Explore the integration of Production Planning with Inventory, Procurement, and Sales",320,True,"1,980,000"
6443711,Agentic AI: Deliver a successful chatbot PoC with LangGraph,Peniac,5.0,Intermediate Level,https://www.udemy.com/course/agentic-ai-deliver-a-successful-chatbot-poc-with-langgraph/,1.5 total hours,Effectively plan and manage a chatbot PoC project; Map functional and technical requirements to a LangGraph architecture; Develop a functional LLM-powered chatbot PoC,0,True,"1,310,000"
6291479,SAFE Scrum Master 6.0 - 315 Practice Exam questions,Harsh,5.0,Beginner Level,https://www.udemy.com/course/safe-6-scrum-master-315-practice-exam-questions/,315 questions,Achieve a minimum score of 98 on the SAFE 6 Scrum Master (SSM) Certification exam; Specialize in Scaling Agile framework (SAFE 6.0); Work efficiently in the role of Scrum Master/ Agile Team Coach,315,True,"1,210,000"
6551373,[New] IT Job Basics Program | Students & Fresher's,Sanjeev,5.0,Beginner Level,https://www.udemy.com/course/new-it-job-basics-program-students-freshers/,3 total hours,"AWS Basics, AWS Lambda, Microservices, Agile Methodology, Github, Java Architecture Evolution. Modern Application Structure; Learn AWS lambda code and deployment. Expose it to API gateway and test via postman.; Microservices sample code and deployment in karaf OSGI container. Java Architecture Evolution.",0,True,"1,050,000"
6380189,Learn DocOps Fundamental Concepts,Ernesto,5.0,All Levels,https://www.udemy.com/course/docops-foundation/,1.5 total hours,Learn how DocOps helps enterprises become more efficient; Understand the four DocOps principles; Identify the key architectural components of a contemporary documentation system,0,True,"669,000"
5191322,AZ-900: Microsoft Azure Fundamentals Practice Tests,Cloud and Security,5.0,All Levels,https://www.udemy.com/course/practice-tests-az-900-microsoft-azure-fundamentals-032023/,360 questions,"Understand the structure and format of the AZ-900 Microsoft Azure Fundamentals exam.; Develop a deep knowledge of fundamental concepts and principles related to Microsoft Azure services and cloud computing.; Gain experience with a variety of practice exam questions, including multiple choice and scenario-based questions.",360,True,"449,000"
5406250,PCAP - Python Certified Associate Programmer 2023 - Must Do,Anant,5.0,Intermediate Level,https://www.udemy.com/course/pcap-python-certified-associate-programmer-2023-must-do/,40 questions,PCAP-31-0x Certification Must Do Questions; Helps you get the certification; Helps you get a role as Python Programmer,40,True,"1,320,000"
5998838,Notability 14 Beginner-Friendly Course,Paperless,5.0,All Levels,https://www.udemy.com/course/notability-14-beginner-friendly-course/,2 total hours,"Be able to identify and describe the key features of Notability 14 including note-taking, audio recording, PDF annotation, and organisation tools.; Be able to use Notability to take notes quickly and effectively, including creating different note types and adding multimedia elements (e.g, images, stickers).; Be able to review and revise your notes, including using the app's search and organisation features to find and review specific notes and topics.",0,True,"259,000"
4892010,Learn how to design Sql database management system using C++,Ezeuko,5.0,All Levels,https://www.udemy.com/course/sql-database-design-complete-training/,6 total hours,"the student will learn how to design an sql  database management system using c++; the student wil learn how to parse standard php sql database statement and compile it.; the student will also learn the implementation create(), delete(), update(), select() etc. in the backend of a web server",0,True,"899,000"
6195707,CompTIA CySA+ CS0-003 Practice Exam Questions,Dojo,5.0,Beginner Level,https://www.udemy.com/course/comptia-cysa-practice-exam-questions-cert-prep/,600 questions,How to pass the CompTIA CySA+ (CS0-003) exam on your first attempt; What your weak areas are in the CompTIA CySA+ curriculum so you can restudy those areas; The skills to be a great IT and computer tech,600,True,"1,240,000"
1562668,Apache Kafka Series - Kafka Security | SSL SASL Kerberos ACL,Stephane Maarek; Gerd; Conduktor,4.49,Intermediate Level,https://www.udemy.com/course/apache-kafka-security/,4 total hours,Setup and use SSL encryption in Kafka; Setup and use SSL authentication in Kafka; Setup and use SASL Kerberos authentication in Kafka,0,True,"1,210,000"
2170342,Clear and Simple VMware Horizon View 7.5 VCP-DTM (2019),Rick,4.47,Beginner Level,https://www.udemy.com/course/view2019/,7 total hours,"Pass the VMware VCP-DTM Exam and get your globally recognized certification; Learn how to design, deploy, and administer a Horizon View 7.5 environment",0,True,"479,000"
868710,Cryptography: Learn Public Key Infrastructure from Scratch,Himanshu,4.457143,All Levels,https://www.udemy.com/course/cryptography-learn-public-key-infrastructure-or-pki-from-scratch/,6.5 total hours,"Install, Configure and Manage 2-tier PKI hierarchy on Windows Server 2012 R2; Will have in-depth understanding of configuring certification services on Microsoft environment; How SSL are used to Secure website using certificates",0,True,"1,390,000"
909102,Windows 10 Essentials (2024),Bigger,4.53,All Levels,https://www.udemy.com/course/windows-10-essentials/,21 total mins,Log in to Windows 10; Distinguish between the different sign-in options in current versions of Windows 10; Navigate the Windows 10 desktop,0,True,"369,000"
1648440,Remote Desktop Services Windows Server 2016,Hasan,4.703704,All Levels,https://www.udemy.com/course/rds-windows-server/,3.5 total hours,Understand what is RDS Role in Windows Server and how to work with.; Install RDS in both Quickstart and Standard deployments methods.; Understand MultiPoint Services and Learn how to Install and configure.,0,True,"1,400,000"
763080,Salesforce Administrator Certification Course,Aslam,4.28,All Levels,https://www.udemy.com/course/salesforce-administrator-certification-course/,7 total hours,You will be able to Pass !!! Salesforce Administrator Certification Exam easily; Comprehensive curriculum to give you an in-depth understanding of Salesforce Administration; Would be able to work as Salesforce Administrator that Pays an average salary of $7000!!! per month,0,True,"1,740,000"
2336932,Mastering Microsoft Configuration Manager (SCCM) Training,Pavan,4.5616436,All Levels,https://www.udemy.com/course/sccm-training/,72.5 total hours,SCCM Training | Microsoft Intune Product Family Training | Microsoft SCCM training | Microsoft System Center Configuration Manager (Current Branch) training; MSCM / MECM / MEMCM / SCCM Interview Questions and Answers - With explanation on how to and reasoning; Microsoft Configuration Manager Current Branch Latest Version 2303,0,True,"1,510,000"
3565067,Pentesting with Daniel Slater (Ethical Hacking/Web Security),Daniel,4.3,Intermediate Level,https://www.udemy.com/course/web-security-fundamentals-how-to-hack-and-secure-web-apps/,4 total hours,Website hacking; Penetration testing; How to find vulnerabilities,0,True,"1,210,000"
4707588,AWS Fundamentals with 2 Projects: Cloud for Beginners [2025],Pravin,4.4583335,Beginner Level,https://www.udemy.com/course/aws-fundamentals-amazon-web-services-for-beginners/,24.5 total hours,"Fundamentals of Cloud Computing; How to get started with AWS; AWS core services- IAM, S3, VPC, EC2, ELB, ASG, RDS etc",120,True,"1,510,000"
