title,organization,skill_names,rating,level,type,duration,number_of_reviews,url,price
Business Analytics with Excel: Elementary to Advanced,Johns Hopkins University," Business Analysis, Data Analysis, Data Visualization, Spreadsheet Software, Data Model, Decision Making, Microsoft Excel, Process Analysis, Statistical Visualization",4.8,Intermediate , Course , 1 - 3 Months,1300,https://www.coursera.org/courses/business-analytics-with-excel-elementary-to-advanced,"179,000"
Leading People and Teams,University of Michigan," Human Resources, Leadership and Management, People Development, Strategy and Operations, Leadership Development, Talent Management, Business Psychology, People Analysis, Communication, People Management, Strategy, Human Learning, Human Resources Operations, Business Communication, Collaboration, Influencing, Performance Management, Conflict Management, Employee Relations, Business Analysis, Marketing, Recruitment",4.7,Beginner , Specialization , 3 - 6 Months,10000,https://www.coursera.org/specializations/leading-people-and-teams,"349,000"
AI for Good,DeepLearning.AI," Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming",4.8,Beginner , Specialization , 1 - 3 Months,177,https://www.coursera.org/specializations/ai-for-good,"889,000"
Project Execution: Running the Project,Google," Leadership and Management, Communication, Project Management, Strategy and Operations, Business Communication, Collaboration, Risk Management, Planning",4.8,Beginner , Course , 1 - 3 Months,7300,https://www.coursera.org/courses/project-execution-running-the-project,"1,420,000"
UCI Project Management,"University of California, Irvine"," Leadership and Management, Strategy and Operations, Project Management, Planning",4.7,Beginner , Professional Certificate , 3 - 6 Months,278,https://www.coursera.org/professional-certificates/uci-project-management,"129,000"
(ISC)² Systems Security Certified Practitioner (SSCP),ISC2," Security Engineering, System Security, Network Security, Software Security, Computer Security Incident Management, Leadership and Management, Security Software, Risk Management, Strategy and Operations, Algorithms, Cloud Computing, Cryptography, Cyberattacks, Operations Management, Security Strategy, Human Factors (Security), Software-Defined Networking, Cloud Applications, Communication, Financial Accounting",4.7,Beginner , Specialization , 3 - 6 Months,546,https://www.coursera.org/specializations/isc-systems-security-certified-practitioner-sscp,"1,140,000"
Crash Course on Python,Google," Computer Programming, Data Structures, Problem Solving, Python Programming",4.8,Beginner , Course , 1 - 3 Months,35000,https://www.coursera.org/courses/crash-course-on-python,"379,000"
Programming for Everybody (Getting Started with Python),University of Michigan," Algorithms, Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science",4.8,Beginner , Course , 1 - 3 Months,225000,https://www.coursera.org/courses/programming-for-everybody-getting-started-with-python,"659,000"
Entrepreneurship,University of Pennsylvania," Entrepreneurship, Strategy, Leadership and Management, Strategy and Operations, Planning, Business Development, Entrepreneurial Finance, Innovation, Finance, Financial Management, Market Research, Business Design, Critical Thinking, Product Strategy, Business Psychology, Decision Making, Financial Accounting, Financial Analysis, Marketing, Accounting, Investment Management, User Research, Collaboration, Network Model",4.8,Beginner , Specialization , 3 - 6 Months,5400,https://www.coursera.org/specializations/entrepreneurship,"1,230,000"
People and Soft Skills for Professional and Personal Success,IBM," Leadership and Management, Communication, Problem Solving, Critical Thinking, Planning, Professional Development, Collaboration, People Management, Conflict Management",4.6,Beginner , Specialization , 1 - 3 Months,708,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-and-personal-success,"609,000"
Salesforce Sales Operations,Salesforce," Sales, Salesforce, Customer Relationship Management, Sales Systems, Account Management, Leadership and Management, Strategy and Operations, Business Process Management, Customer Success, Marketing, Operations Management, Strategy, B2B Sales, Data Visualization Software, Databases, Business Analysis, Data Visualization",4.6,Beginner , Professional Certificate , 3 - 6 Months,1200,https://www.coursera.org/professional-certificates/salesforce-sales-operations,"859,000"
"Influencing: Storytelling, Change Management and Governance",Macquarie University," Leadership and Management, Communication, Business Psychology, Strategy and Operations, Change Management, Conflict Management, Influencing, Organizational Development, Risk Management, Marketing, Negotiation, Sales, Critical Thinking, Decision Making, Entrepreneurship, Human Resources, Probability & Statistics, Business Communication, Employee Relations, Business Process Management, Innovation, People Management, Regulations and Compliance, Storytelling",4.8,Beginner , Specialization , 3 - 6 Months,3600,https://www.coursera.org/specializations/influencing-storytelling-change-management-and-governance,"939,000"
Generative AI: Introduction and Applications,IBM, Natural Language Processing,4.6,Beginner , Course , 1 - 4 Weeks,75,https://www.coursera.org/courses/generative-ai-introduction-and-applications,"1,690,000"
"Assets, Threats, and Vulnerabilities",Google," Cryptography, Linux",4.8,Beginner , Course , 1 - 4 Weeks,1300,https://www.coursera.org/courses/assets-threats-and-vulnerabilities,"1,160,000"
Genomic Data Science,Johns Hopkins University," Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Data Analysis Software, Algorithms, Computer Programming Tools, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",4.5,Intermediate , Specialization , 3 - 6 Months,6200,https://www.coursera.org/specializations/genomic-data-science,"919,000"
The Business of Health Care,University of Pennsylvania," Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",4.6,Beginner , Specialization , 3 - 6 Months,1800,https://www.coursera.org/specializations/the-business-of-health-care,"219,000"
Diseño de Experiencia del Usuario (UX) de Google,Google," User Experience, User Experience Design, Research and Design, Visual Design, Communication, Design and Product, Persona Research, Product Design, User Research, Adaptability, Graphic Design, Collaboration, Leadership and Management, Mobile Development, Planning, Web Design, Audit",4.8,Beginner , Professional Certificate , 3 - 6 Months,3500,https://www.coursera.org/professional-certificates/diseo-de-experiencia-del-usuario-ux-de-google,"539,000"
Organizational Analysis,Stanford University," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management",4.6,Beginner , Course , 1 - 3 Months,1400,https://www.coursera.org/courses/organizational-analysis,"269,000"
Six Sigma Yellow Belt,University System of Georgia," Process Analysis, Strategy and Operations, Leadership and Management, Data Analysis, Business Analysis, Business Process Management, Performance Management, Probability & Statistics, Operational Analysis, Organizational Development, Problem Solving, Project Management, General Statistics, Planning, Statistical Analysis, Statistical Tests, Critical Thinking, Basic Descriptive Statistics, Operations Management, Statistical Visualization, Correlation And Dependence, Customer Relationship Management, Probability Distribution, Collaboration, Entrepreneurship, Business Psychology, Communication",4.6,Beginner , Specialization , 3 - 6 Months,9000,https://www.coursera.org/specializations/six-sigma-yellow-belt,"1,840,000"
Analyze Data to Answer Questions,Google," Data Analysis, Data Management, Microsoft Excel, SQL, Spreadsheet Software",4.6,Beginner , Course , 1 - 4 Weeks,9900,https://www.coursera.org/courses/analyze-data-to-answer-questions,"1,820,000"
Strategic Leadership and Management,University of Illinois at Urbana-Champaign," Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Business Transformation, Critical Thinking, Culture, Performance Management, Problem Solving, Operations Management, Human Resources, Marketing, Operational Analysis, Sales, Adaptability, Conflict Management, Influencing, Negotiation, Business Psychology, Research and Design",4.8,Beginner , Specialization , 3 - 6 Months,8800,https://www.coursera.org/specializations/strategic-leadership-and-management,"1,710,000"
Machine Learning on Google Cloud,Google Cloud," Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Deep Learning, Cloud Platforms, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load",4.5,Intermediate , Specialization , 3 - 6 Months,9600,https://www.coursera.org/specializations/machine-learning-on-google-cloud,"1,850,000"
Cybersecurity Fundamentals,IBM," System Security, Cyberattacks, Cryptography, Network Security, Security Engineering",4.8,Beginner , Specialization , 3 - 6 Months,411,https://www.coursera.org/specializations/cybersecurity-fundamentals,"1,210,000"
